org.elasticsearch.index.analysis.synonyms.SynonymsAnalysisTest,sink,65
org.elasticsearch.index.analysis.synonyms.SynonymsAnalysisTest,sink,66
org.elasticsearch.index.analysis.synonyms.SynonymsAnalysisTest,sink,67
org.elasticsearch.index.analysis.synonyms.SynonymsAnalysisTest,sink,68
org.elasticsearch.index.analysis.synonyms.SynonymsAnalysisTest,sink,69
org.elasticsearch.index.analysis.synonyms.SynonymsAnalysisTest,sink,70
org.elasticsearch.index.analysis.synonyms.SynonymsAnalysisTest,sink,71
org.elasticsearch.index.analysis.synonyms.SynonymsAnalysisTest,sink,76
org.elasticsearch.index.analysis.synonyms.SynonymsAnalysisTest,source,73
org.elasticsearch.index.analysis.synonyms.SynonymsAnalysisTest,source,75
